INSTNM,CITY,STABBR,ZIP,ACCREDAGENCY,HCM2,MAIN,NUMBRANCH,PREDDEG,HIGHDEG,CONTROL,ST_FIPS,REGION,ADM_RATE,TYPE,PLACE
Pennsylvania State University-Penn State Hazleton,Hazleton,PA,18202-8025,Middle States Commission on Higher Education,0,Not main campus,23,Predominantly bachelor's-degree granting,Bachelor's degree,Public,Pennsylvania,Mid East,0.8584,Small,Suburb
Mitchell College,New London,CT,6320,New England Commission on Higher Education,0,Main campus,1,Predominantly bachelor's-degree granting,Bachelor's degree,Private nonprofit,Connecticut,New England,0.8286,Small,City
Waldorf University,Forest City,IA,50436-1713,Higher Learning Commission,0,Main campus,1,Predominantly bachelor's-degree granting,Graduate degree,Private for-profit,Iowa,Plains,0.7544,Remote,Town
William Peace University,Raleigh,NC,27604-1194,Southern Association of Colleges and Schools Commission on Colleges,0,Main campus,1,Predominantly bachelor's-degree granting,Bachelor's degree,Private nonprofit,North Carolina,Southeast,0.5713,Large,City
Bryn Athyn College of the New Church,Bryn Athyn,PA,19009-0711,Middle States Commission on Higher Education,0,Main campus,1,Predominantly bachelor's-degree granting,Graduate degree,Private nonprofit,Pennsylvania,Mid East,0.888,Large,Suburb
The Chicago School of Professional Psychology at Los Angeles,Los Angeles,CA,90017,Western Association of Schools and Colleges Senior Colleges and University Commission,0,Main campus,7,Predominantly bachelor's-degree granting,Graduate degree,Private nonprofit,California,Far West,0.3419,Large,City
National Louis University,Chicago,IL,60603,Higher Learning Commission,0,Main campus,1,Predominantly bachelor's-degree granting,Graduate degree,Private nonprofit,Illinois,Great Lakes,0.8583,Large,City
Franciscan University of Steubenville,Steubenville,OH,43952-1763,Higher Learning Commission,0,Main campus,1,Predominantly bachelor's-degree granting,Graduate degree,Private nonprofit,Ohio,Great Lakes,0.771,Small,City
Northern Arizona University,Flagstaff,AZ,86011-4092,Higher Learning Commission,0,Main campus,1,Predominantly bachelor's-degree granting,Graduate degree,Public,Arizona,Southwest,0.8262,Small,City
Centenary College of Louisiana,Shreveport,LA,71104,Southern Association of Colleges and Schools Commission on Colleges,0,Main campus,1,Predominantly bachelor's-degree granting,Graduate degree,Private nonprofit,Louisiana,Southeast,0.5969,Midsize,City
St. Joseph's College-Long Island,Patchogue,NY,11772,Middle States Commission on Higher Education,0,Not main campus,2,Predominantly bachelor's-degree granting,Graduate degree,Private nonprofit,New York,Mid East,0.7667,Large,Suburb
Bellarmine University,Louisville,KY,40205-0671,Southern Association of Colleges and Schools Commission on Colleges,0,Main campus,3,Predominantly bachelor's-degree granting,Graduate degree,Private nonprofit,Kentucky,Southeast,0.8584,Large,City
Nebraska Wesleyan University,Lincoln,NE,68504-2794,Higher Learning Commission,0,Main campus,1,Predominantly bachelor's-degree granting,Graduate degree,Private nonprofit,Nebraska,Plains,0.7208,Large,City
Medaille College,Buffalo,NY,14214-2695,Middle States Commission on Higher Education,0,Main campus,1,Predominantly bachelor's-degree granting,Graduate degree,Private nonprofit,New York,Mid East,0.6348,Large,City
Belmont University,Nashville,TN,37212-3757,Southern Association of Colleges and Schools Commission on Colleges,0,Main campus,1,Predominantly bachelor's-degree granting,Graduate degree,Private nonprofit,Tennessee,Southeast,0.8247,Large,City
Brigham Young University-Provo,Provo,UT,84602,Northwest Commission on Colleges and Universities,0,Main campus,1,Predominantly bachelor's-degree granting,Graduate degree,Private nonprofit,Utah,Rocky Mountains,0.6447,Midsize,City
Hondros College of Nursing,Westerville,OH,43081,Accrediting Bureau of Health Education Schools,0,Main campus,1,Predominantly certificate-degree granting,Bachelor's degree,Private for-profit,Ohio,Great Lakes,0.6574,Large,Suburb
Thiel College,Greenville,PA,16125-2181,Middle States Commission on Higher Education,0,Main campus,1,Predominantly bachelor's-degree granting,Bachelor's degree,Private nonprofit,Pennsylvania,Mid East,0.761,Fringe,Town
Southern Illinois University-Carbondale,Carbondale,IL,62901-4512,Higher Learning Commission,0,Main campus,1,Predominantly bachelor's-degree granting,Graduate degree,Public,Illinois,Great Lakes,0.7185,Small,City
Sam Houston State University,Huntsville,TX,77340,Southern Association of Colleges and Schools Commission on Colleges,0,Main campus,1,Predominantly bachelor's-degree granting,Graduate degree,Public,Texas,Southwest,0.7854,Distant,Town
Grove City College,Grove City,PA,16127-2104,Middle States Commission on Higher Education,0,Main campus,1,Predominantly bachelor's-degree granting,Bachelor's degree,Private nonprofit,Pennsylvania,Mid East,0.7905,Distant,Town
Ulster BOCES-School of Practical Nursing,Lake Katrine,NY,12449,Council on Occupational Education,0,Main campus,1,Predominantly certificate-degree granting,Certificate degree,Public,New York,Mid East,0.7143,Small,Suburb
Geisinger-Lewistown Hospital School of Nursing,Lewistown,PA,17044,Accreditation Commission for Education in Nursing,0,Main campus,1,Predominantly certificate-degree granting,Certificate degree,Private nonprofit,Pennsylvania,Mid East,0.5205,Distant,Town
Antioch College,Yellow Springs,OH,45387,Higher Learning Commission,0,Main campus,1,Predominantly bachelor's-degree granting,Bachelor's degree,Private nonprofit,Ohio,Great Lakes,0.8358,Fringe,Town
University of Alaska Fairbanks,Fairbanks,AK,99775,Northwest Commission on Colleges and Universities,0,Main campus,1,Predominantly bachelor's-degree granting,Graduate degree,Public,Alaska,Far West,0.7611,Small,Suburb
The Southern Baptist Theological Seminary,Louisville,KY,40280-0001,Southern Association of Colleges and Schools Commission on Colleges,0,Main campus,1,Predominantly bachelor's-degree granting,Graduate degree,Private nonprofit,Kentucky,Southeast,0.673,Large,City
Anna Maria College,Paxton,MA,01612-1198,New England Commission on Higher Education,0,Main campus,1,Predominantly bachelor's-degree granting,Graduate degree,Private nonprofit,Massachusetts,New England,0.7362,Fringe,Rural
SUNY at Fredonia,Fredonia,NY,14063-1136,Middle States Commission on Higher Education,0,Main campus,1,Predominantly bachelor's-degree granting,Graduate degree,Public,New York,Mid East,0.7619,Distant,Town
Oklahoma City University,Oklahoma City,OK,73106-1402,Higher Learning Commission,0,Main campus,1,Predominantly bachelor's-degree granting,Graduate degree,Private nonprofit,Oklahoma,Southwest,0.7618,Large,City
Wells College,Aurora,NY,13026-0500,Middle States Commission on Higher Education,0,Main campus,1,Predominantly bachelor's-degree granting,Bachelor's degree,Private nonprofit,New York,Mid East,0.7871,Distant,Rural
American College of Healthcare Sciences,Portland,OR,97239,Distance Education Accrediting Commission,0,Main campus,1,Predominantly certificate-degree granting,Graduate degree,Private for-profit,Oregon,Far West,1.0,Large,City
Calvary University,Kansas City,MO,64147-1341,Higher Learning Commission,0,Main campus,1,Predominantly bachelor's-degree granting,Graduate degree,Private nonprofit,Missouri,Plains,0.6707,Large,City
Fontbonne University,Saint Louis,MO,63105-3098,Higher Learning Commission,0,Main campus,1,Predominantly bachelor's-degree granting,Graduate degree,Private nonprofit,Missouri,Plains,0.8144,Large,Suburb
Centenary University,Hackettstown,NJ,7840,Middle States Commission on Higher Education,0,Main campus,1,Predominantly bachelor's-degree granting,Graduate degree,Private nonprofit,New Jersey,Mid East,0.6682,Large,Suburb
University of North Carolina at Asheville,Asheville,NC,28804-8510,Southern Association of Colleges and Schools Commission on Colleges,0,Main campus,1,Predominantly bachelor's-degree granting,Graduate degree,Public,North Carolina,Southeast,0.9363,Small,City
University of Valley Forge,Phoenixville,PA,19460-2373,Middle States Commission on Higher Education,0,Main campus,1,Predominantly bachelor's-degree granting,Graduate degree,Private nonprofit,Pennsylvania,Mid East,0.5893,Large,Suburb
Wofford College,Spartanburg,SC,29303-3663,Southern Association of Colleges and Schools Commission on Colleges,0,Main campus,1,Predominantly bachelor's-degree granting,Bachelor's degree,Private nonprofit,South Carolina,Southeast,0.6358,Small,City
Hult International Business School,Cambridge,MA,02141-1805,New England Commission on Higher Education,0,Main campus,1,Predominantly bachelor's-degree granting,Graduate degree,Private nonprofit,Massachusetts,New England,0.5709,Midsize,City
Erskine College,Due West,SC,29639,Southern Association of Colleges and Schools Commission on Colleges,0,Main campus,1,Predominantly bachelor's-degree granting,Graduate degree,Private nonprofit,South Carolina,Southeast,0.5824,Distant,Rural
Mifflin County Academy of Science and Technology,Lewistown,PA,17044-1697,Accreditation Commission for Education in Nursing,0,Main campus,1,Predominantly certificate-degree granting,Certificate degree,Public,Pennsylvania,Mid East,0.8485,Distant,Town
Concorde Career College-San Antonio,San Antonio,TX,78229,Accrediting Commission of Career Schools and Colleges,0,Not main campus,2,Predominantly certificate-degree granting,Associate degree,Private for-profit,Texas,Southwest,0.9228,Large,City
University of North Carolina Wilmington,Wilmington,NC,28403-5963,Southern Association of Colleges and Schools Commission on Colleges,0,Main campus,1,Predominantly bachelor's-degree granting,Graduate degree,Public,North Carolina,Southeast,0.6125,Midsize,City
University of Pittsburgh Medical Center-Shadyside School of Nursing,Pittsburgh,PA,15232,Accreditation Commission for Education in Nursing,0,Main campus,1,Predominantly certificate-degree granting,Certificate degree,Private nonprofit,Pennsylvania,Mid East,0.4884,Large,City
University of North Texas at Dallas,Dallas,TX,75241,Southern Association of Colleges and Schools Commission on Colleges,0,Main campus,1,Predominantly bachelor's-degree granting,Graduate degree,Public,Texas,Southwest,0.8311,Large,City
Moravian College,Bethlehem,PA,18018-6650,Middle States Commission on Higher Education,0,Main campus,1,Predominantly bachelor's-degree granting,Graduate degree,Private nonprofit,Pennsylvania,Mid East,0.7282,Small,City
Berry College,Mount Berry,GA,30149,Southern Association of Colleges and Schools Commission on Colleges,0,Main campus,1,Predominantly bachelor's-degree granting,Graduate degree,Private nonprofit,Georgia,Southeast,0.6612,Fringe,Rural
University of Mississippi,University,MS,38677-1848,Southern Association of Colleges and Schools Commission on Colleges,0,Main campus,2,Predominantly bachelor's-degree granting,Graduate degree,Public,Mississippi,Southeast,0.8806,Remote,Town
SUNY College of Agriculture and Technology at Cobleskill,Cobleskill,NY,12043,Middle States Commission on Higher Education,0,Main campus,1,Predominantly bachelor's-degree granting,Bachelor's degree,Public,New York,Mid East,0.7709,Distant,Town
Campbell University,Buies Creek,NC,27506,Southern Association of Colleges and Schools Commission on Colleges,0,Main campus,1,Predominantly bachelor's-degree granting,Graduate degree,Private nonprofit,North Carolina,Southeast,0.763,Fringe,Town
Ottawa University-Online,Ottawa,KS,66067,Higher Learning Commission,0,Not main campus,5,Predominantly bachelor's-degree granting,Graduate degree,Private nonprofit,Kansas,Plains,0.9667,Distant,Town
University of Michigan-Flint,Flint,MI,48502-1950,Higher Learning Commission,0,Main campus,1,Predominantly bachelor's-degree granting,Graduate degree,Public,Michigan,Great Lakes,0.6626,Small,City
Wingate University,Wingate,NC,28174-0159,Southern Association of Colleges and Schools Commission on Colleges,0,Main campus,1,Predominantly bachelor's-degree granting,Graduate degree,Private nonprofit,North Carolina,Southeast,0.8479,Large,Suburb
Oklahoma State University-Main Campus,Stillwater,OK,74078-1015,Higher Learning Commission,0,Main campus,1,Predominantly bachelor's-degree granting,Graduate degree,Public,Oklahoma,Southwest,0.7379,Distant,Town
Trinity Baptist College,Jacksonville,FL,32221,Transnational Association of Christian Colleges and Schools,0,Main campus,1,Predominantly bachelor's-degree granting,Graduate degree,Private nonprofit,Florida,Southeast,0.6962,Large,City
Belmont Abbey College,Belmont,NC,28012-1802,Southern Association of Colleges and Schools Commission on Colleges,0,Main campus,1,Predominantly bachelor's-degree granting,Bachelor's degree,Private nonprofit,North Carolina,Southeast,0.7978,Midsize,Suburb
Susquehanna University,Selinsgrove,PA,17870-1025,Middle States Commission on Higher Education,0,Main campus,1,Predominantly bachelor's-degree granting,Bachelor's degree,Private nonprofit,Pennsylvania,Mid East,0.7241,Distant,Town
SUNY College of Technology at Delhi,Delhi,NY,13753-1100,Middle States Commission on Higher Education,0,Main campus,1,Predominantly associate's-degree granting,Graduate degree,Public,New York,Mid East,0.6361,Remote,Town
Mercy College of Ohio,Toledo,OH,43604-1132,Higher Learning Commission,0,Main campus,1,Predominantly associate's-degree granting,Bachelor's degree,Private nonprofit,Ohio,Great Lakes,0.556,Large,City
Dakota State University,Madison,SD,57042-1799,Higher Learning Commission,0,Main campus,1,Predominantly bachelor's-degree granting,Graduate degree,Public,South Dakota,Plains,0.8324,Distant,Town
Mississippi College,Clinton,MS,39058,Southern Association of Colleges and Schools Commission on Colleges,0,Main campus,1,Predominantly bachelor's-degree granting,Graduate degree,Private nonprofit,Mississippi,Southeast,0.384,Large,Suburb
New England College,Henniker,NH,3242,New England Commission on Higher Education,0,Main campus,1,Predominantly bachelor's-degree granting,Graduate degree,Private nonprofit,New Hampshire,New England,0.9979,Distant,Rural
Southwestern Oklahoma State University,Weatherford,OK,73096-3001,Higher Learning Commission,0,Main campus,1,Predominantly bachelor's-degree granting,Graduate degree,Public,Oklahoma,Southwest,0.9186,Remote,Town
